metric,2024-03-31 00:00:00,2023-12-31 00:00:00,2023-09-30 00:00:00,2023-06-30 00:00:00,2023-03-31 00:00:00,2022-12-31 00:00:00,2022-09-30 00:00:00,stock,2024-02-29 00:00:00,2023-11-30 00:00:00,2023-08-31 00:00:00,2023-05-31 00:00:00,2023-02-28 00:00:00,2022-11-30 00:00:00,2024-01-31 00:00:00,2023-10-31 00:00:00,2023-07-31 00:00:00,2023-04-30 00:00:00,2023-01-31 00:00:00,2022-10-31 00:00:00
Other Gand A,1070000000.0,1048000000.0,1060000000.0,969000000.0,930000000.0,,,CB,,,,,,,,,,,,
Total Revenue,12957000000.0,13084000000.0,13889000000.0,11821000000.0,11032000000.0,,,CB,,,,,,,,,,,,
Operating Revenue,12957000000.0,13084000000.0,13889000000.0,11821000000.0,11032000000.0,,,CB,,,,,,,,,,,,
Tax Effect Of Unusual Items,,44890.528428,1076.41048,25198.119869,-555660.0,29392.244554,,FRO,,,,,,,,,,,,
Tax Rate For Calcs,,0.001906,3.7e-05,0.000697,0.21,0.000831,,FRO,,,,,,,,,,,,
Normalized EBITDA,,143097000.0,116862000.0,235891000.0,303049000.0,287452000.0,,FRO,,,,,,,,,,,,
Total Unusual Items,,23557000.0,28995000.0,36128000.0,-2646000.0,35366000.0,,FRO,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,,23557000.0,28995000.0,36128000.0,-2646000.0,35366000.0,,FRO,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,,118371000.0,107743000.0,230674000.0,199626000.0,242853000.0,,FRO,,,,,,,,,,,,
Reconciled Depreciation,,,41508000.0,57096000.0,55546000.0,49459000.0,58282000.0,FRO,,,,,,,,,,,,
Reconciled Cost Of Revenue,,263066000.0,247435000.0,257478000.0,258091000.0,262481000.0,,FRO,,,,,,,,,,,,
EBITDA,,166654000.0,145857000.0,272019000.0,300403000.0,322818000.0,,FRO,,,,,,,,,,,,
EBIT,,166654000.0,145857000.0,272019000.0,244857000.0,273359000.0,,FRO,,,,,,,,,,,,
Net Interest Income,,-43125000.0,-34310000.0,-37129000.0,-42544000.0,-35021000.0,,FRO,,,,,,,,,,,,
Interest Expense,,48057000.0,38110000.0,41184000.0,45417000.0,30304000.0,,FRO,,,,,,,,,,,,
Interest Income,,5366000.0,3800000.0,4457000.0,2873000.0,1077000.0,,FRO,,,,,,,,,,,,
Normalized Income,,94858890.528428,78749076.41048,194571198.119869,201716340.0,207516392.244554,,FRO,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,,118371000.0,107743000.0,230674000.0,199626000.0,242853000.0,,FRO,,,,,,,,,,,,
Total Expenses,,276957000.0,262333000.0,282144000.0,256440000.0,289097000.0,,FRO,,,,,,,,,,,,
Rent Expense Supplemental,,,,,,,0.0,FRO,,,,,,,,,,,,
Total Operating Income As Reported,,138047000.0,114752000.0,252975000.0,240892000.0,249207000.0,,FRO,,,,,,,,,,,,
Diluted Average Shares,,223414019.0,222623000.0,,222623000.0,222253704.0,222623000.0,FRO,,,,,,,,,,,,
Basic Average Shares,,223414019.0,222623000.0,,222623000.0,222253704.0,222623000.0,FRO,,,,,,,,,,,,
Diluted EPS,,1.07,0.48,,0.9,1.08,0.7,FRO,,,,,,,,,,,,
Basic EPS,,1.07,0.48,,0.9,1.08,0.7,FRO,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,,118371000.0,107743000.0,230674000.0,199626000.0,242853000.0,,FRO,,,,,,,,,,,,
Net Income Common Stockholders,,118371000.0,107743000.0,230674000.0,199626000.0,242853000.0,,FRO,,,,,,,,,,,,
Net Income,,118371000.0,107743000.0,230674000.0,199626000.0,242853000.0,,FRO,,,,,,,,,,,,
Minority Interests,,,,,0.0,,,FRO,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,,118371000.0,107743000.0,230674000.0,199626000.0,242853000.0,,FRO,,,,,,,,,,,,
Net Income Continuous Operations,,118371000.0,107743000.0,230674000.0,199626000.0,242853000.0,,FRO,,,,,,,,,,,,
Tax Provision,,226000.0,4000.0,161000.0,-186000.0,202000.0,,FRO,,,,,,,,,,,,
Pretax Income,,118597000.0,107747000.0,230835000.0,199440000.0,243055000.0,,FRO,,,,,,,,,,,,
Other Income Expense,,23675000.0,27305000.0,37345000.0,1092000.0,37032000.0,,FRO,,,,,,,,,,,,
Other Non Operating Income Expenses,,,,,,-966000.0,844000.0,FRO,,,,,,,,,,,,
Special Income Charges,,0.0,0.0,,,,2796000.0,FRO,,,,,,,,,,,,
Gain On Sale Of Ppe,,0.0,,,,,,FRO,,,,,,,,,,,,
Other Special Charges,,0.0,,,,,-2796000.0,FRO,,,,,,,,,,,,
Earnings From Equity Interest,,118000.0,-1690000.0,1217000.0,3738000.0,2632000.0,,FRO,,,,,,,,,,,,
Gain On Sale Of Security,,23557000.0,28995000.0,13772000.0,-2646000.0,27203000.0,,FRO,,,,,,,,,,,,
Net Non Operating Interest Income Expense,,-43125000.0,-34310000.0,-37129000.0,-42544000.0,-35021000.0,,FRO,,,,,,,,,,,,
Total Other Finance Cost,,434000.0,,,,,,FRO,,,,,,,,,,,,
Interest Expense Non Operating,,48057000.0,38110000.0,41184000.0,45417000.0,30304000.0,,FRO,,,,,,,,,,,,
Interest Income Non Operating,,5366000.0,3800000.0,4457000.0,2873000.0,1077000.0,,FRO,,,,,,,,,,,,
Operating Income,,138047000.0,114752000.0,230619000.0,240892000.0,241044000.0,,FRO,,,,,,,,,,,,
Operating Expense,,13891000.0,14898000.0,24666000.0,-1651000.0,26616000.0,,FRO,,,,,,,,,,,,
Other Operating Expenses,,0.0,-400000.0,12965000.0,-14289000.0,9149000.0,,FRO,,,,,,,,,,,,
Selling General And Administration,,13891000.0,15298000.0,11701000.0,12638000.0,17467000.0,,FRO,,,,,,,,,,,,
General And Administrative Expense,,13891000.0,15298000.0,11701000.0,12638000.0,17467000.0,,FRO,,,,,,,,,,,,
Other Gand A,,-16003000.0,15298000.0,11701000.0,12638000.0,17467000.0,,FRO,,,,,,,,,,,,
Gross Profit,,151938000.0,129650000.0,255285000.0,239241000.0,267660000.0,,FRO,,,,,,,,,,,,
Cost Of Revenue,,263066000.0,247435000.0,257478000.0,258091000.0,262481000.0,,FRO,,,,,,,,,,,,
Total Revenue,,415004000.0,377085000.0,512763000.0,497332000.0,530141000.0,,FRO,,,,,,,,,,,,
Operating Revenue,,426516000.0,373711000.0,512763000.0,497332000.0,530141000.0,,FRO,,,,,,,,,,,,
Tax Effect Of Unusual Items,0.0,0.0,-3026552.0,0.0,0.0,,,SEM,,,,,,,,,,,,
Tax Rate For Calcs,0.237,0.1609,0.206,0.23,0.235,,,SEM,,,,,,,,,,,,
Normalized EBITDA,258457000.0,178432000.0,193915000.0,219644000.0,212438000.0,,,SEM,,,,,,,,,,,,
Total Unusual Items,,0.0,-14692000.0,,,,0.0,SEM,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,,0.0,-14692000.0,,,,0.0,SEM,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,96897000.0,46269000.0,48180000.0,78237000.0,70805000.0,,,SEM,,,,,,,,,,,,
Reconciled Depreciation,54069000.0,53984000.0,52394000.0,49939000.0,52425000.0,,,SEM,,,,,,,,,,,,
Reconciled Cost Of Revenue,1494610000.0,1447086000.0,1442509000.0,1423603000.0,1418819000.0,,,SEM,,,,,,,,,,,,
EBITDA,258457000.0,178432000.0,179223000.0,219644000.0,212438000.0,,,SEM,,,,,,,,,,,,
EBIT,204388000.0,124448000.0,126829000.0,169705000.0,160013000.0,,,SEM,,,,,,,,,,,,
Net Interest Income,-50763000.0,-50800000.0,-50271000.0,-48997000.0,-48571000.0,,,SEM,,,,,,,,,,,,
Interest Expense,50763000.0,50800000.0,50271000.0,48997000.0,48571000.0,,,SEM,,,,,,,,,,,,
Interest Income,,,,,,0.0,0.0,SEM,,,,,,,,,,,,
Normalized Income,96897000.0,46269000.0,59845448.0,78237000.0,70805000.0,,,SEM,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,96897000.0,46269000.0,48180000.0,78237000.0,70805000.0,,,SEM,,,,,,,,,,,,
Total Expenses,1594842000.0,1544603000.0,1535734000.0,1515324000.0,1513523000.0,,,SEM,,,,,,,,,,,,
Total Operating Income As Reported,193967000.0,114253000.0,129960000.0,159204000.0,151457000.0,,,SEM,,,,,,,,,,,,
Diluted Average Shares,123859000.0,,123400000.0,122634000.0,122553000.0,153385000.0,,SEM,,,,,,,,,,,,
Basic Average Shares,123859000.0,,123400000.0,122634000.0,122553000.0,153385000.0,,SEM,,,,,,,,,,,,
Diluted EPS,0.75,,0.38,0.61,0.56,0.22,,SEM,,,,,,,,,,,,
Basic EPS,0.75,,0.38,0.61,0.56,0.22,,SEM,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,93499000.0,44651000.0,46458000.0,75360000.0,68232000.0,,,SEM,,,,,,,,,,,,
Net Income Common Stockholders,93499000.0,44651000.0,46458000.0,75360000.0,68232000.0,,,SEM,,,,,,,,,,,,
Otherunder Preferred Stock Dividend,3398000.0,1618000.0,1722000.0,2877000.0,2573000.0,,,SEM,,,,,,,,,,,,
Net Income,96897000.0,46269000.0,48180000.0,78237000.0,70805000.0,,,SEM,,,,,,,,,,,,
Minority Interests,-20270000.0,-15529000.0,-12636000.0,-13623000.0,-14452000.0,,,SEM,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,117167000.0,61798000.0,60816000.0,91860000.0,85257000.0,,,SEM,,,,,,,,,,,,
Net Income Continuous Operations,117167000.0,61798000.0,60816000.0,91860000.0,85257000.0,,,SEM,,,,,,,,,,,,
Tax Provision,36458000.0,11850000.0,15742000.0,28848000.0,26185000.0,,,SEM,,,,,,,,,,,,
Pretax Income,153625000.0,73648000.0,76558000.0,120708000.0,111442000.0,,,SEM,,,,,,,,,,,,
Other Income Expense,10421000.0,10195000.0,-3131000.0,10501000.0,8556000.0,,,SEM,,,,,,,,,,,,
Special Income Charges,,0.0,-14692000.0,,,,0.0,SEM,,,,,,,,,,,,
Other Special Charges,,0.0,14692000.0,,,,,SEM,,,,,,,,,,,,
Earnings From Equity Interest,10421000.0,10195000.0,11561000.0,10501000.0,8556000.0,,,SEM,,,,,,,,,,,,
Net Non Operating Interest Income Expense,-50763000.0,-50800000.0,-50271000.0,-48997000.0,-48571000.0,,,SEM,,,,,,,,,,,,
Interest Expense Non Operating,50763000.0,50800000.0,50271000.0,48997000.0,48571000.0,,,SEM,,,,,,,,,,,,
Interest Income Non Operating,,,,,,0.0,0.0,SEM,,,,,,,,,,,,
Operating Income,193967000.0,114253000.0,129960000.0,159204000.0,151457000.0,,,SEM,,,,,,,,,,,,
Operating Expense,100232000.0,97517000.0,93225000.0,91721000.0,94704000.0,,,SEM,,,,,,,,,,,,
Other Operating Expenses,-2284000.0,-557000.0,-485000.0,-726000.0,,-5201000.0,,SEM,,,,,,,,,,,,
Depreciation Amortization Depletion Income Statement,54069000.0,53984000.0,52394000.0,49939000.0,52425000.0,,,SEM,,,,,,,,,,,,
Depreciation And Amortization In Income Statement,54069000.0,53984000.0,52394000.0,49939000.0,52425000.0,,,SEM,,,,,,,,,,,,
Selling General And Administration,48447000.0,44090000.0,41316000.0,42508000.0,42279000.0,,,SEM,,,,,,,,,,,,
General And Administrative Expense,48447000.0,44090000.0,41316000.0,42508000.0,42279000.0,,,SEM,,,,,,,,,,,,
Other Gand A,48447000.0,44090000.0,41316000.0,42508000.0,42279000.0,,,SEM,,,,,,,,,,,,
Gross Profit,294199000.0,211770000.0,223185000.0,250925000.0,246161000.0,,,SEM,,,,,,,,,,,,
Cost Of Revenue,1494610000.0,1447086000.0,1442509000.0,1423603000.0,1418819000.0,,,SEM,,,,,,,,,,,,
Total Revenue,1788809000.0,1658856000.0,1665694000.0,1674528000.0,1664980000.0,,,SEM,,,,,,,,,,,,
Operating Revenue,1659211000.0,1531986000.0,1543501000.0,1551637000.0,1545295000.0,,,SEM,,,,,,,,,,,,
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,,GBDC,,,,,,,,,,,,
Tax Rate For Calcs,0.002346,0.006855,0.014726,0.21,0.003186,,,GBDC,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,93558000.0,75776000.0,101564000.0,72983000.0,58503000.0,,,GBDC,,,,,,,,,,,,
Net Interest Income,117811000.0,120527000.0,121437000.0,112817000.0,105753000.0,,,GBDC,,,,,,,,,,,,
Interest Expense,41579000.0,39451000.0,38604000.0,37550000.0,36256000.0,,,GBDC,,,,,,,,,,,,
Interest Income,159390000.0,159978000.0,160041000.0,150367000.0,142009000.0,,,GBDC,,,,,,,,,,,,
Normalized Income,93558000.0,75776000.0,101564000.0,72983000.0,58503000.0,,,GBDC,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,93558000.0,75776000.0,101564000.0,72983000.0,58503000.0,,,GBDC,,,,,,,,,,,,
Diluted Average Shares,170637140.0,169650233.0,,169980131.0,170835435.0,170895670.0,,GBDC,,,,,,,,,,,,
Basic Average Shares,170637140.0,169650233.0,,169980131.0,170835435.0,170895670.0,,GBDC,,,,,,,,,,,,
Diluted EPS,0.55,0.45,,0.43,0.34,0.15,,GBDC,,,,,,,,,,,,
Basic EPS,0.55,0.45,,0.43,0.34,0.15,,GBDC,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,93558000.0,75776000.0,101564000.0,72983000.0,58503000.0,,,GBDC,,,,,,,,,,,,
Net Income Common Stockholders,93558000.0,75776000.0,101564000.0,72983000.0,58503000.0,,,GBDC,,,,,,,,,,,,
Net Income,93558000.0,75776000.0,101564000.0,72983000.0,58503000.0,,,GBDC,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,93558000.0,75776000.0,101564000.0,72983000.0,58503000.0,,,GBDC,,,,,,,,,,,,
Net Income Continuous Operations,93558000.0,75776000.0,101564000.0,72983000.0,58503000.0,,,GBDC,,,,,,,,,,,,
Tax Provision,220000.0,523000.0,1518000.0,-78000.0,187000.0,,,GBDC,,,,,,,,,,,,
Pretax Income,93778000.0,76299000.0,103082000.0,72905000.0,58690000.0,,,GBDC,,,,,,,,,,,,
Gain On Sale Of Security,-18277000.0,909000.0,-422000.0,-43064000.0,-4779000.0,,,GBDC,,,,,,,,,,,,
Operating Expense,1260000.0,6043000.0,5968000.0,5538000.0,3595000.0,,,GBDC,,,,,,,,,,,,
Other Operating Expenses,-2611000.0,2109000.0,2018000.0,1937000.0,1677000.0,,,GBDC,,,,,,,,,,,,
Selling General And Administration,3871000.0,3934000.0,3950000.0,3601000.0,3595000.0,,,GBDC,,,,,,,,,,,,
General And Administrative Expense,3871000.0,3934000.0,3950000.0,3601000.0,3595000.0,,,GBDC,,,,,,,,,,,,
Total Revenue,95038000.0,82342000.0,109050000.0,78443000.0,62285000.0,,,GBDC,,,,,,,,,,,,
Operating Revenue,95038000.0,82342000.0,109050000.0,78443000.0,62285000.0,,,GBDC,,,,,,,,,,,,
Tax Effect Of Unusual Items,-1053744.0,-18080800.0,-1722840.0,-385120.0,-810375.0,,,CAKE,,,,,,,,,,,,
Tax Rate For Calcs,0.116,0.4,0.21,0.058,0.125,,,CAKE,,,,,,,,,,,,
Normalized EBITDA,73133000.0,77353000.0,50071000.0,77443000.0,63364000.0,,,CAKE,,,,,,,,,,,,
Total Unusual Items,-9084000.0,-45202000.0,-8204000.0,-6640000.0,-6483000.0,,,CAKE,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,-9084000.0,-45202000.0,-8204000.0,-6640000.0,-6483000.0,,,CAKE,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,33191000.0,12681000.0,17945000.0,42675000.0,28050000.0,,,CAKE,,,,,,,,,,,,
Reconciled Depreciation,24756000.0,24012000.0,22837000.0,23332000.0,22955000.0,,,CAKE,,,,,,,,,,,,
Reconciled Cost Of Revenue,524183000.0,510004000.0,496396000.0,507243000.0,517752000.0,,,CAKE,,,,,,,,,,,,
EBITDA,64049000.0,32151000.0,41867000.0,70803000.0,56881000.0,,,CAKE,,,,,,,,,,,,
EBIT,39293000.0,8139000.0,19030000.0,47471000.0,33926000.0,,,CAKE,,,,,,,,,,,,
Net Interest Income,-1761000.0,-2483000.0,-2027000.0,-2162000.0,-1880000.0,,,CAKE,,,,,,,,,,,,
Interest Expense,1761000.0,2483000.0,2027000.0,2162000.0,1880000.0,,,CAKE,,,,,,,,,,,,
Normalized Income,41221256.0,39802200.0,24426160.0,48929880.0,33722625.0,,,CAKE,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,33191000.0,12681000.0,17945000.0,42675000.0,28050000.0,,,CAKE,,,,,,,,,,,,
Total Expenses,842846000.0,823668000.0,802976000.0,812059000.0,825705000.0,,,CAKE,,,,,,,,,,,,
Total Operating Income As Reported,39293000.0,8139000.0,19030000.0,47471000.0,33926000.0,,,CAKE,,,,,,,,,,,,
Diluted Average Shares,48662000.0,48609000.0,48985000.0,49085000.0,49778000.0,,,CAKE,,,,,,,,,,,,
Basic Average Shares,47749000.0,47828000.0,48281000.0,48492000.0,48694000.0,,,CAKE,,,,,,,,,,,,
Diluted EPS,0.68,0.26,0.37,0.87,0.56,,,CAKE,,,,,,,,,,,,
Basic EPS,0.7,0.27,0.37,0.88,0.58,,,CAKE,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,33191000.0,12681000.0,17945000.0,42675000.0,28050000.0,,,CAKE,,,,,,,,,,,,
Average Dilution Earnings,,,,,,,0.0,CAKE,,,,,,,,,,,,
Net Income Common Stockholders,33191000.0,12681000.0,17945000.0,42675000.0,28050000.0,,,CAKE,,,,,,,,,,,,
Otherunder Preferred Stock Dividend,,,,,,0.0,0.0,CAKE,,,,,,,,,,,,
Net Income,33191000.0,12681000.0,17945000.0,42675000.0,28050000.0,,,CAKE,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,33191000.0,12681000.0,17945000.0,42675000.0,28050000.0,,,CAKE,,,,,,,,,,,,
Net Income Continuous Operations,33191000.0,12681000.0,17945000.0,42675000.0,28050000.0,,,CAKE,,,,,,,,,,,,
Tax Provision,4341000.0,-7025000.0,-942000.0,2634000.0,3996000.0,,,CAKE,,,,,,,,,,,,
Pretax Income,37532000.0,5656000.0,17003000.0,45309000.0,32046000.0,,,CAKE,,,,,,,,,,,,
Other Income Expense,-9084000.0,-45202000.0,-8204000.0,-6640000.0,-6483000.0,,,CAKE,,,,,,,,,,,,
Special Income Charges,-9084000.0,-45202000.0,-8204000.0,-6640000.0,-6483000.0,,,CAKE,,,,,,,,,,,,
Other Special Charges,5880000.0,9579000.0,6742000.0,6006000.0,3052000.0,,,CAKE,,,,,,,,,,,,
Write Off,2083000.0,27827000.0,48000.0,-653000.0,2242000.0,,,CAKE,,,,,,,,,,,,
Restructuring And Mergern Acquisition,1121000.0,7796000.0,1414000.0,1287000.0,1189000.0,,,CAKE,,,,,,,,,,,,
Net Non Operating Interest Income Expense,-1761000.0,-2483000.0,-2027000.0,-2162000.0,-1880000.0,,,CAKE,,,,,,,,,,,,
Total Other Finance Cost,,,,2162000.0,,,,CAKE,,,,,,,,,,,,
Interest Expense Non Operating,1761000.0,2483000.0,2027000.0,2162000.0,1880000.0,,,CAKE,,,,,,,,,,,,
Operating Income,48377000.0,53341000.0,27234000.0,54111000.0,40409000.0,,,CAKE,,,,,,,,,,,,
Operating Expense,318663000.0,313664000.0,306580000.0,304816000.0,307953000.0,,,CAKE,,,,,,,,,,,,
Other Operating Expenses,233541000.0,234969000.0,229534000.0,226996000.0,230929000.0,,,CAKE,,,,,,,,,,,,
Depreciation Amortization Depletion Income Statement,24756000.0,24012000.0,22837000.0,23332000.0,22955000.0,,,CAKE,,,,,,,,,,,,
Depreciation And Amortization In Income Statement,24756000.0,24012000.0,22837000.0,23332000.0,22955000.0,,,CAKE,,,,,,,,,,,,
Selling General And Administration,60366000.0,54683000.0,54209000.0,54488000.0,54069000.0,,,CAKE,,,,,,,,,,,,
General And Administrative Expense,60366000.0,54683000.0,54209000.0,54488000.0,54069000.0,,,CAKE,,,,,,,,,,,,
Other Gand A,60366000.0,54683000.0,54209000.0,54488000.0,54069000.0,,,CAKE,,,,,,,,,,,,
Gross Profit,367040000.0,367005000.0,333814000.0,358927000.0,348362000.0,,,CAKE,,,,,,,,,,,,
Cost Of Revenue,524183000.0,510004000.0,496396000.0,507243000.0,517752000.0,,,CAKE,,,,,,,,,,,,
Total Revenue,891223000.0,877009000.0,830210000.0,866170000.0,866114000.0,,,CAKE,,,,,,,,,,,,
Operating Revenue,891223000.0,877009000.0,830210000.0,866170000.0,866114000.0,,,CAKE,,,,,,,,,,,,
Tax Effect Of Unusual Items,194716.862288,-4941510.0,30181.477157,208041.359309,22225.838052,,,BNL,,,,,,,,,,,,
Tax Rate For Calcs,0.005949,0.21,0.00199,0.007061,0.011445,,,BNL,,,,,,,,,,,,
Normalized EBITDA,92203000.0,88311000.0,95284000.0,93290000.0,102834000.0,,,BNL,,,,,,,,,,,,
Total Unusual Items,32732000.0,-23531000.0,15163000.0,29462000.0,1942000.0,,,BNL,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,32732000.0,-23531000.0,15163000.0,29462000.0,1942000.0,,,BNL,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,65114000.0,6478000.0,49682000.0,60014000.0,39304000.0,,,BNL,,,,,,,,,,,,
Reconciled Depreciation,36754000.0,38264000.0,37478000.0,37946000.0,39093000.0,,,BNL,,,,,,,,,,,,
Reconciled Cost Of Revenue,6678000.0,7010000.0,6762000.0,6073000.0,8577000.0,,,BNL,,,,,,,,,,,,
EBITDA,124935000.0,64780000.0,110447000.0,122752000.0,104776000.0,,,BNL,,,,,,,,,,,,
EBIT,87163000.0,25502000.0,71914000.0,83721000.0,62992000.0,,,BNL,,,,,,,,,,,,
Net Interest Income,-18345000.0,-18830000.0,-19538000.0,-20195000.0,-20977000.0,,,BNL,,,,,,,,,,,,
Interest Expense,18578000.0,18972000.0,19665000.0,20277000.0,21139000.0,,,BNL,,,,,,,,,,,,
Interest Income,233000.0,142000.0,127000.0,82000.0,162000.0,,,BNL,,,,,,,,,,,,
Normalized Income,32576716.862288,25067490.0,34549181.477157,30760041.359309,37384225.838052,,,BNL,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,65114000.0,6478000.0,49682000.0,60014000.0,39304000.0,,,BNL,,,,,,,,,,,,
Total Expenses,52864000.0,54656000.0,54383000.0,53502000.0,58086000.0,,,BNL,,,,,,,,,,,,
Diluted Average Shares,196417000.0,196373000.0,196372000.0,196228000.0,196176000.0,,,BNL,,,,,,,,,,,,
Basic Average Shares,187290000.0,186829000.0,186766000.0,186733000.0,186130000.0,,,BNL,,,,,,,,,,,,
Diluted EPS,0.35,0.03,0.252999,0.32,0.21,,,BNL,,,,,,,,,,,,
Basic EPS,0.35,0.03,0.27,0.32,0.21,,,BNL,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,67822000.0,6657000.0,52003000.0,62835000.0,41238000.0,,,BNL,,,,,,,,,,,,
Average Dilution Earnings,3066000.0,319000.0,2463000.0,2983000.0,2070000.0,,,BNL,,,,,,,,,,,,
Net Income Common Stockholders,64756000.0,6338000.0,49540000.0,59852000.0,39168000.0,,,BNL,,,,,,,,,,,,
Otherunder Preferred Stock Dividend,358000.0,140000.0,142000.0,162000.0,136000.0,,,BNL,,,,,,,,,,,,
Net Income,65114000.0,6478000.0,49682000.0,60014000.0,39304000.0,,,BNL,,,,,,,,,,,,
Minority Interests,-3063000.0,-319000.0,-2463000.0,-2982000.0,-2070000.0,,,BNL,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,68177000.0,6797000.0,52145000.0,62996000.0,41374000.0,,,BNL,,,,,,,,,,,,
Net Income Continuous Operations,68177000.0,6797000.0,52145000.0,62996000.0,41374000.0,,,BNL,,,,,,,,,,,,
Tax Provision,408000.0,-267000.0,104000.0,448000.0,479000.0,,,BNL,,,,,,,,,,,,
Pretax Income,68585000.0,6530000.0,52249000.0,63444000.0,41853000.0,,,BNL,,,,,,,,,,,,
Other Income Expense,34428000.0,-24985000.0,16627000.0,27788000.0,1924000.0,,,BNL,,,,,,,,,,,,
Other Non Operating Income Expenses,1696000.0,-1454000.0,1464000.0,-1674000.0,-18000.0,,,BNL,,,,,,,,,,,,
Special Income Charges,-26400000.0,-29801000.0,0.0,0.0,-1473000.0,,,BNL,,,,,,,,,,,,
Other Special Charges,,,,,,77000.0,231000.0,BNL,,,,,,,,,,,,
Impairment Of Capital Assets,26400000.0,29801000.0,0.0,0.0,1473000.0,,,BNL,,,,,,,,,,,,
Restructuring And Mergern Acquisition,,,,,,0.0,0.0,BNL,,,,,,,,,,,,
Gain On Sale Of Security,59132000.0,6270000.0,15163000.0,29462000.0,3415000.0,,,BNL,,,,,,,,,,,,
Net Non Operating Interest Income Expense,-18345000.0,-18830000.0,-19538000.0,-20195000.0,-20977000.0,,,BNL,,,,,,,,,,,,
Interest Expense Non Operating,18578000.0,18972000.0,19665000.0,20277000.0,21139000.0,,,BNL,,,,,,,,,,,,
Interest Income Non Operating,233000.0,142000.0,127000.0,82000.0,162000.0,,,BNL,,,,,,,,,,,,
Operating Income,52502000.0,50345000.0,55160000.0,55851000.0,60906000.0,,,BNL,,,,,,,,,,,,
Operating Expense,47204000.0,48660000.0,48676000.0,48514000.0,52200000.0,,,BNL,,,,,,,,,,,,
Other Operating Expenses,,,,,1473000.0,,4155000.0,BNL,,,,,,,,,,,,
Depreciation Amortization Depletion Income Statement,37772000.0,39278000.0,38533000.0,39031000.0,41784000.0,,,BNL,,,,,,,,,,,,
Depreciation And Amortization In Income Statement,37772000.0,39278000.0,38533000.0,39031000.0,41784000.0,,,BNL,,,,,,,,,,,,
Selling General And Administration,9432000.0,9382000.0,10143000.0,9483000.0,10416000.0,,,BNL,,,,,,,,,,,,
General And Administrative Expense,9432000.0,9382000.0,10143000.0,9483000.0,10416000.0,,,BNL,,,,,,,,,,,,
Other Gand A,9432000.0,9382000.0,10143000.0,9483000.0,10416000.0,,,BNL,,,,,,,,,,,,
Gross Profit,99706000.0,99005000.0,103836000.0,104365000.0,113106000.0,,,BNL,,,,,,,,,,,,
Cost Of Revenue,5660000.0,5996000.0,5707000.0,4988000.0,5886000.0,,,BNL,,,,,,,,,,,,
Total Revenue,105366000.0,105001000.0,109543000.0,109353000.0,118992000.0,,,BNL,,,,,,,,,,,,
Operating Revenue,101392000.0,133836000.0,102728000.0,102206000.0,104118000.0,,,BNL,,,,,,,,,,,,
Tax Effect Of Unusual Items,3829600.0,-992188.033075,4542464.197666,-1277220.0,-870660.0,,,AIRC,,,,,,,,,,,,
Tax Rate For Calcs,0.4,0.226838,0.006426,0.21,0.21,,,AIRC,,,,,,,,,,,,
Normalized EBITDA,101503000.0,100684000.0,110087000.0,134671000.0,126190000.0,,,AIRC,,,,,,,,,,,,
Total Unusual Items,9574000.0,-4374000.0,706931000.0,-6082000.0,-4146000.0,,,AIRC,,,,,,,,,,,,
