metric,2024-03-31 00:00:00,2023-12-31 00:00:00,2023-09-30 00:00:00,2023-06-30 00:00:00,2023-03-31 00:00:00,2022-12-31 00:00:00,2022-09-30 00:00:00,stock,2024-02-29 00:00:00,2023-11-30 00:00:00,2023-08-31 00:00:00,2023-05-31 00:00:00,2023-02-28 00:00:00,2022-11-30 00:00:00,2022-08-31 00:00:00,2024-01-31 00:00:00,2023-10-31 00:00:00,2023-07-31 00:00:00,2023-04-30 00:00:00,2023-01-31 00:00:00,2022-10-31 00:00:00
Beginning Cash Position,2621000000.0,2778000000.0,2375000000.0,2382000000.0,2127000000.0,,,CB,,,,,,,,,,,,,
Effect Of Exchange Rate Changes,-6000000.0,35000000.0,-92000000.0,58000000.0,-2000000.0,,,CB,,,,,,,,,,,,,
Changes In Cash,36000000.0,-192000000.0,495000000.0,-65000000.0,257000000.0,,,CB,,,,,,,,,,,,,
Financing Cash Flow,562000000.0,-1164000000.0,-1013000000.0,-888000000.0,-1424000000.0,,,CB,,,,,,,,,,,,,
Cash Flow From Continuing Financing Activities,562000000.0,-1164000000.0,-1013000000.0,-888000000.0,-1424000000.0,,,CB,,,,,,,,,,,,,
Net Other Financing Charges,78000000.0,-633000000.0,40000000.0,31000000.0,-115000000.0,,,CB,,,,,,,,,,,,,
Proceeds From Stock Option Exercised,163000000.0,72000000.0,38000000.0,47000000.0,55000000.0,,,CB,,,,,,,,,,,,,
Cash Dividends Paid,-349000000.0,-350000000.0,-356000000.0,-343000000.0,-345000000.0,,,CB,,,,,,,,,,,,,
Common Stock Dividend Paid,-349000000.0,-350000000.0,-356000000.0,-343000000.0,-345000000.0,,,CB,,,,,,,,,,,,,
Net Common Stock Issuance,-404000000.0,-563000000.0,-581000000.0,-722000000.0,-545000000.0,,,CB,,,,,,,,,,,,,
Common Stock Payments,-404000000.0,-563000000.0,-581000000.0,-722000000.0,-545000000.0,,,CB,,,,,,,,,,,,,
Net Issuance Payments Of Debt,996000000.0,0.0,0.0,0.0,-475000000.0,,,CB,,,,,,,,,,,,,
Net Long Term Debt Issuance,996000000.0,0.0,0.0,0.0,-475000000.0,,,CB,,,,,,,,,,,,,
Long Term Debt Payments,0.0,0.0,0.0,0.0,-475000000.0,,,CB,,,,,,,,,,,,,
Long Term Debt Issuance,996000000.0,,,,0.0,,,CB,,,,,,,,,,,,,
Investing Cash Flow,-3746000000.0,-2214000000.0,-3172000000.0,-1692000000.0,-570000000.0,,,CB,,,,,,,,,,,,,
Cash Flow From Continuing Investing Activities,-3746000000.0,-2214000000.0,-3172000000.0,-1692000000.0,-570000000.0,,,CB,,,,,,,,,,,,,
Net Other Investing Changes,-382000000.0,-336000000.0,-213000000.0,-168000000.0,-172000000.0,,,CB,,,,,,,,,,,,,
Dividends Received Cfi,177000000.0,226000000.0,370000000.0,295000000.0,273000000.0,,,CB,,,,,,,,,,,,,
Net Investment Purchase And Sale,-3057000000.0,-1126000000.0,-3530000000.0,-928000000.0,-264000000.0,,,CB,,,,,,,,,,,,,
Sale Of Investment,7037000000.0,6457000000.0,6004000000.0,4953000000.0,7166000000.0,,,CB,,,,,,,,,,,,,
Purchase Of Investment,-10094000000.0,-7583000000.0,-9534000000.0,-5881000000.0,-7430000000.0,,,CB,,,,,,,,,,,,,
Net Business Purchase And Sale,-484000000.0,-978000000.0,201000000.0,-891000000.0,-407000000.0,,,CB,,,,,,,,,,,,,
Purchase Of Business,-484000000.0,-762000000.0,-38000000.0,-868000000.0,-407000000.0,,,CB,,,,,,,,,,,,,
Operating Cash Flow,3220000000.0,3186000000.0,4680000000.0,2515000000.0,2251000000.0,,,CB,,,,,,,,,,,,,
Cash Flow From Continuing Operating Activities,3220000000.0,3186000000.0,4680000000.0,2515000000.0,2251000000.0,,,CB,,,,,,,,,,,,,
Change In Working Capital,1274000000.0,-449000000.0,1860000000.0,444000000.0,408000000.0,,,CB,,,,,,,,,,,,,
Change In Other Working Capital,257000000.0,,,,128000000.0,,,CB,,,,,,,,,,,,,
Change In Payables And Accrued Expense,-112000000.0,-515000000.0,-537000000.0,561000000.0,-399000000.0,,,CB,,,,,,,,,,,,,
Change In Payable,-112000000.0,-515000000.0,-537000000.0,561000000.0,-399000000.0,,,CB,,,,,,,,,,,,,
Change In Account Payable,-112000000.0,-521000000.0,-569000000.0,599000000.0,-399000000.0,,,CB,,,,,,,,,,,,,
Change In Tax Payable,,,32000000.0,-166000000.0,128000000.0,-41000000.0,-25000000.0,CB,,,,,,,,,,,,,
Change In Income Tax Payable,,,32000000.0,-166000000.0,128000000.0,-41000000.0,-25000000.0,CB,,,,,,,,,,,,,
Change In Receivables,266000000.0,436000000.0,-417000000.0,-1809000000.0,220000000.0,,,CB,,,,,,,,,,,,,
Changes In Account Receivables,266000000.0,436000000.0,-417000000.0,-1809000000.0,220000000.0,,,CB,,,,,,,,,,,,,
Other Non Cash Items,163000000.0,1176000000.0,789000000.0,14000000.0,147000000.0,,,CB,,,,,,,,,,,,,
Amortization Of Securities,-80000000.0,-68000000.0,-42000000.0,-24000000.0,-14000000.0,,,CB,,,,,,,,,,,,,
Deferred Tax,-24000000.0,-1163000000.0,-4000000.0,34000000.0,9000000.0,,,CB,,,,,,,,,,,,,
Deferred Income Tax,-24000000.0,-1163000000.0,-4000000.0,34000000.0,9000000.0,,,CB,,,,,,,,,,,,,
Depreciation And Amortization,80000000.0,84000000.0,84000000.0,70000000.0,72000000.0,,,CB,,,,,,,,,,,,,
Amortization Cash Flow,80000000.0,84000000.0,84000000.0,70000000.0,72000000.0,,,CB,,,,,,,,,,,,,
Amortization Of Intangibles,80000000.0,84000000.0,84000000.0,70000000.0,72000000.0,,,CB,,,,,,,,,,,,,
Operating Gains Losses,-532000000.0,351000000.0,-45000000.0,131000000.0,-310000000.0,,,CB,,,,,,,,,,,,,
Earnings Losses From Equity Investments,-184000000.0,-257000000.0,-150000000.0,-120000000.0,-340000000.0,,,CB,,,,,,,,,,,,,
Gain Loss On Investment Securities,-479000000.0,547000000.0,38000000.0,65000000.0,161000000.0,,,CB,,,,,,,,,,,,,
Net Foreign Currency Exchange Gain Loss,131000000.0,61000000.0,67000000.0,186000000.0,-131000000.0,,,CB,,,,,,,,,,,,,
Net Income From Continuing Operations,2294000000.0,3290000000.0,2040000000.0,1793000000.0,1892000000.0,,,CB,,,,,,,,,,,,,
Free Cash Flow,,-1377412000.0,202296000.0,287872000.0,112002000.0,137083000.0,,FRO,,,,,,,,,,,,,
Repayment Of Debt,,-134776000.0,-45637000.0,-216260000.0,-140776000.0,-80214000.0,,FRO,,,,,,,,,,,,,
Issuance Of Debt,,1350074000.0,0.0,129375000.0,130000000.0,99815000.0,,FRO,,,,,,,,,,,,,
Issuance Of Capital Stock,,,,,,0.0,0.0,FRO,,,,,,,,,,,,,
Capital Expenditure,,-1477907000.0,-236000.0,-2566000.0,-150714000.0,-97104000.0,,FRO,,,,,,,,,,,,,
End Cash Position,,308322000.0,285384000.0,306823000.0,225361000.0,254525000.0,,FRO,,,,,,,,,,,,,
Beginning Cash Position,,285384000.0,306823000.0,225361000.0,254525000.0,127356000.0,,FRO,,,,,,,,,,,,,
Changes In Cash,,22938000.0,-21439000.0,81462000.0,-29164000.0,127169000.0,,FRO,,,,,,,,,,,,,
Financing Cash Flow,,1148511000.0,-223735000.0,-242722000.0,-248982000.0,-9914000.0,,FRO,,,,,,,,,,,,,
Cash Flow From Continuing Financing Activities,,1148511000.0,-223735000.0,-242722000.0,-248982000.0,-9914000.0,,FRO,,,,,,,,,,,,,
Net Other Financing Charges,,,,,,,-2667000.0,FRO,,,,,,,,,,,,,
Cash Dividends Paid,,-66787000.0,-178098000.0,-155837000.0,-238206000.0,,-178098000.0,FRO,,,,,,,,,,,,,
Common Stock Dividend Paid,,-66787000.0,-178098000.0,-155837000.0,-238206000.0,,-178098000.0,FRO,,,,,,,,,,,,,
Net Common Stock Issuance,,,,,,0.0,0.0,FRO,,,,,,,,,,,,,
Common Stock Issuance,,,,,,0.0,0.0,FRO,,,,,,,,,,,,,
Net Issuance Payments Of Debt,,1215298000.0,-45637000.0,-86885000.0,-10776000.0,19601000.0,,FRO,,,,,,,,,,,,,
Net Long Term Debt Issuance,,1215298000.0,-45637000.0,-86885000.0,-10776000.0,19601000.0,,FRO,,,,,,,,,,,,,
Long Term Debt Payments,,-134776000.0,-45637000.0,-216260000.0,-140776000.0,-80214000.0,,FRO,,,,,,,,,,,,,
Long Term Debt Issuance,,1350074000.0,0.0,129375000.0,130000000.0,99815000.0,,FRO,,,,,,,,,,,,,
Investing Cash Flow,,-1226068000.0,-236000.0,33746000.0,-42898000.0,-97104000.0,,FRO,,,,,,,,,,,,,
Cash Flow From Continuing Investing Activities,,-1226068000.0,-236000.0,33746000.0,-42898000.0,-97104000.0,,FRO,,,,,,,,,,,,,
Net Other Investing Changes,,0.0,0.0,,,,,FRO,,,,,,,,,,,,,
Net Investment Purchase And Sale,,,,,,0.0,0.0,FRO,,,,,,,,,,,,,
Sale Of Investment,,,,,,0.0,0.0,FRO,,,,,,,,,,,,,
Purchase Of Investment,,,,,,0.0,0.0,FRO,,,,,,,,,,,,,
Net Business Purchase And Sale,,0.0,-1505000.0,0.0,8686000.0,0.0,,FRO,,,,,,,,,,,,,
Sale Of Business,,,,,8686000.0,0.0,0.0,FRO,,,,,,,,,,,,,
Purchase Of Business,,0.0,-1505000.0,0.0,0.0,0.0,,FRO,,,,,,,,,,,,,
Net PPE Purchase And Sale,,-1477907000.0,-236000.0,41044000.0,-51584000.0,-97104000.0,,FRO,,,,,,,,,,,,,
Sale Of PPE,,0.0,0.0,43610000.0,99130000.0,0.0,,FRO,,,,,,,,,,,,,
Purchase Of PPE,,-1477907000.0,-236000.0,-2566000.0,-150714000.0,-97104000.0,,FRO,,,,,,,,,,,,,
Operating Cash Flow,,100495000.0,202532000.0,290438000.0,262716000.0,234187000.0,,FRO,,,,,,,,,,,,,
Cash Flow From Continuing Operating Activities,,,71437000.0,283140000.0,262716000.0,234187000.0,202532000.0,FRO,,,,,,,,,,,,,
Interest Received Cfo,,,132000.0,10008000.0,7837000.0,,9916000.0,FRO,,,,,,,,,,,,,
Interest Paid Cfo,,,-20234000.0,-43142000.0,-40039000.0,,-38398000.0,FRO,,,,,,,,,,,,,
Change In Working Capital,,,-60967000.0,-8033000.0,7116000.0,-50644000.0,41947000.0,FRO,,,,,,,,,,,,,
Other Non Cash Items,,,7481000.0,26210000.0,45904000.0,38956000.0,39235000.0,FRO,,,,,,,,,,,,,
Depreciation Amortization Depletion,,,41508000.0,57096000.0,55546000.0,49459000.0,58282000.0,FRO,,,,,,,,,,,,,
Depreciation And Amortization,,,41508000.0,57096000.0,55546000.0,49459000.0,58282000.0,FRO,,,,,,,,,,,,,
Depreciation,,,41508000.0,57096000.0,55546000.0,49459000.0,58282000.0,FRO,,,,,,,,,,,,,
Operating Gains Losses,,,-52724000.0,10327000.0,-13274000.0,31508000.0,-16193000.0,FRO,,,,,,,,,,,,,
Earnings Losses From Equity Investments,,,-5652000.0,-1217000.0,-3738000.0,-2632000.0,1690000.0,FRO,,,,,,,,,,,,,
Gain Loss On Investment Securities,,,-47072000.0,20795000.0,3173000.0,28085000.0,-17883000.0,FRO,,,,,,,,,,,,,
Gain Loss On Sale Of PPE,,,0.0,-9251000.0,-12709000.0,,0.0,FRO,,,,,,,,,,,,,
Net Income From Continuing Operations,,,156241000.0,230674000.0,199626000.0,242853000.0,107743000.0,FRO,,,,,,,,,,,,,
Free Cash Flow,-119206000.0,118839000.0,66140000.0,175324000.0,-7445000.0,,,SEM,,,,,,,,,,,,,
Repurchase Of Capital Stock,,-1709000.0,-9544000.0,-1506000.0,0.0,-1914000.0,,SEM,,,,,,,,,,,,,
Repayment Of Debt,-354886000.0,-343626000.0,-2327119000.0,-339946000.0,-221894000.0,,,SEM,,,,,,,,,,,,,
Issuance Of Debt,512728000.0,270550000.0,2300783000.0,210850000.0,246448000.0,,,SEM,,,,,,,,,,,,,
Capital Expenditure,-52517000.0,-60603000.0,-50198000.0,-59514000.0,-58885000.0,,,SEM,,,,,,,,,,,,,
Interest Paid Supplemental Data,88834000.0,50564000.0,88116000.0,49050000.0,84531000.0,,,SEM,,,,,,,,,,,,,
Income Tax Paid Supplemental Data,604000.0,10008000.0,35747000.0,42419000.0,336000.0,,,SEM,,,,,,,,,,,,,
End Cash Position,92620000.0,84006000.0,77440000.0,101167000.0,83703000.0,,,SEM,,,,,,,,,,,,,
Beginning Cash Position,84006000.0,77440000.0,101167000.0,83703000.0,97906000.0,,,SEM,,,,,,,,,,,,,
Changes In Cash,8614000.0,6566000.0,-23727000.0,17464000.0,-14203000.0,,,SEM,,,,,,,,,,,,,
Financing Cash Flow,132960000.0,-103292000.0,-77047000.0,-150561000.0,3419000.0,,,SEM,,,,,,,,,,,,,
Cash Flow From Continuing Financing Activities,132960000.0,-103292000.0,-77047000.0,-150561000.0,3419000.0,,,SEM,,,,,,,,,,,,,
Net Other Financing Charges,-8837000.0,-12459000.0,-25132000.0,-4035000.0,-5238000.0,,,SEM,,,,,,,,,,,,,
Cash Dividends Paid,-16045000.0,-16048000.0,-16035000.0,-15924000.0,-15897000.0,,,SEM,,,,,,,,,,,,,
Common Stock Dividend Paid,-16045000.0,-16048000.0,-16035000.0,-15924000.0,-15897000.0,,,SEM,,,,,,,,,,,,,
Net Common Stock Issuance,,-1709000.0,-9544000.0,-1506000.0,0.0,-1914000.0,,SEM,,,,,,,,,,,,,
Common Stock Payments,,-1709000.0,-9544000.0,-1506000.0,0.0,-1914000.0,,SEM,,,,,,,,,,,,,
Net Issuance Payments Of Debt,157842000.0,-73076000.0,-26336000.0,-129096000.0,24554000.0,,,SEM,,,,,,,,,,,,,
Net Short Term Debt Issuance,-1740000.0,105280000.0,-6500000.0,-99743000.0,-724000.0,,,SEM,,,,,,,,,,,,,
Short Term Debt Payments,-1740000.0,740280000.0,-206500000.0,-534743000.0,-724000.0,,,SEM,,,,,,,,,,,,,
Short Term Debt Issuance,,,200000000.0,,,,280000000.0,SEM,,,,,,,,,,,,,
Net Long Term Debt Issuance,159582000.0,-178356000.0,-19836000.0,-29353000.0,25278000.0,,,SEM,,,,,,,,,,,,,
Long Term Debt Payments,-353146000.0,-1083906000.0,-2120619000.0,194797000.0,-221170000.0,,,SEM,,,,,,,,,,,,,
Long Term Debt Issuance,512728000.0,905550000.0,2100783000.0,-224150000.0,246448000.0,,,SEM,,,,,,,,,,,,,
Investing Cash Flow,-57657000.0,-69584000.0,-63018000.0,-66813000.0,-69062000.0,,,SEM,,,,,,,,,,,,,
Cash Flow From Continuing Investing Activities,-57657000.0,-69584000.0,-63018000.0,-66813000.0,-69062000.0,,,SEM,,,,,,,,,,,,,
Net Other Investing Changes,265000.0,103000.0,4000.0,36000.0,20000.0,,,SEM,,,,,,,,,,,,,
Net Business Purchase And Sale,-5405000.0,-9084000.0,-12824000.0,-7335000.0,-10197000.0,,,SEM,,,,,,,,,,,,,
Purchase Of Business,-5405000.0,-9084000.0,-12824000.0,-7335000.0,-10197000.0,,,SEM,,,,,,,,,,,,,
Net PPE Purchase And Sale,-52517000.0,-60603000.0,-50198000.0,-59514000.0,-58885000.0,,,SEM,,,,,,,,,,,,,
Purchase Of PPE,-52517000.0,-60603000.0,-50198000.0,-59514000.0,-58885000.0,,,SEM,,,,,,,,,,,,,
Operating Cash Flow,-66689000.0,179442000.0,116338000.0,234838000.0,51440000.0,,,SEM,,,,,,,,,,,,,
Cash Flow From Continuing Operating Activities,-66689000.0,179442000.0,116338000.0,234838000.0,51440000.0,,,SEM,,,,,,,,,,,,,
Dividend Received Cfo,12374000.0,13521000.0,1055000.0,6275000.0,2566000.0,,,SEM,,,,,,,,,,,,,
Change In Working Capital,-246245000.0,46959000.0,7068000.0,94288000.0,-88819000.0,,,SEM,,,,,,,,,,,,,
Change In Other Working Capital,,,,,,-37292000.0,-5529000.0,SEM,,,,,,,,,,,,,
Change In Other Current Assets,-7248000.0,-9095000.0,-9723000.0,7558000.0,-8083000.0,,,SEM,,,,,,,,,,,,,
Change In Payables And Accrued Expense,-43689000.0,51884000.0,-3330000.0,54468000.0,-25339000.0,,,SEM,,,,,,,,,,,,,
Change In Accrued Expense,-37971000.0,63084000.0,-1022000.0,42808000.0,-20775000.0,,,SEM,,,,,,,,,,,,,
Change In Payable,-5718000.0,-11200000.0,-2308000.0,11660000.0,-4564000.0,,,SEM,,,,,,,,,,,,,
Change In Account Payable,-5718000.0,-11200000.0,-2308000.0,11660000.0,-4564000.0,,,SEM,,,,,,,,,,,,,
Change In Receivables,-195308000.0,4170000.0,20121000.0,32262000.0,-55397000.0,,,SEM,,,,,,,,,,,,,
Changes In Account Receivables,-195308000.0,4170000.0,20121000.0,32262000.0,-55397000.0,,,SEM,,,,,,,,,,,,,
Other Non Cash Items,750000.0,748000.0,725000.0,609000.0,565000.0,,,SEM,,,,,,,,,,,,,
Stock Based Compensation,11610000.0,11818000.0,11483000.0,10327000.0,10181000.0,,,SEM,,,,,,,,,,,,,
Provisionand Write Offof Assets,854000.0,-71000.0,340000.0,332000.0,429000.0,,,SEM,,,,,,,,,,,,,
Deferred Tax,-6891000.0,930000.0,-6173000.0,-8275000.0,-2601000.0,,,SEM,,,,,,,,,,,,,
Deferred Income Tax,-6891000.0,930000.0,-6173000.0,-8275000.0,-2601000.0,,,SEM,,,,,,,,,,,,,
Depreciation Amortization Depletion,54069000.0,53984000.0,52394000.0,49939000.0,52425000.0,,,SEM,,,,,,,,,,,,,
Depreciation And Amortization,54069000.0,53984000.0,52394000.0,49939000.0,52425000.0,,,SEM,,,,,,,,,,,,,
Operating Gains Losses,-10377000.0,-10245000.0,-11370000.0,-10517000.0,-8563000.0,,,SEM,,,,,,,,,,,,,
Earnings Losses From Equity Investments,-10421000.0,-10195000.0,-11561000.0,-10501000.0,-8556000.0,,,SEM,,,,,,,,,,,,,
Net Income From Continuing Operations,117167000.0,61798000.0,60816000.0,91860000.0,85257000.0,,,SEM,,,,,,,,,,,,,
Free Cash Flow,149385000.0,163629000.0,64123000.0,48544000.0,29785000.0,,,GBDC,,,,,,,,,,,,,
Repurchase Of Capital Stock,0.0,0.0,-13450000.0,-18692000.0,-22495000.0,,,GBDC,,,,,,,,,,,,,
Repayment Of Debt,-370190000.0,-629508000.0,-163329000.0,-153665000.0,-222100000.0,,,GBDC,,,,,,,,,,,,,
Issuance Of Debt,581860000.0,563746000.0,138656000.0,201676000.0,235171000.0,,,GBDC,,,,,,,,,,,,,
End Cash Position,460348000.0,173419000.0,140206000.0,171038000.0,137696000.0,,,GBDC,,,,,,,,,,,,,
Beginning Cash Position,173419000.0,140206000.0,171038000.0,137696000.0,166033000.0,,,GBDC,,,,,,,,,,,,,
Effect Of Exchange Rate Changes,-2261000.0,396000.0,-264000.0,-3000.0,40000.0,,,GBDC,,,,,,,,,,,,,
Changes In Cash,289190000.0,32817000.0,-30568000.0,33345000.0,-28377000.0,,,GBDC,,,,,,,,,,,,,
Financing Cash Flow,139805000.0,-130812000.0,-94691000.0,-15199000.0,-58162000.0,,,GBDC,,,,,,,,,,,,,
Net Other Financing Charges,0.0,0.0,0.0,0.0,0.0,,,GBDC,,,,,,,,,,,,,
Cash Dividends Paid,-63836000.0,-59736000.0,-56154000.0,-44518000.0,-43548000.0,,,GBDC,,,,,,,,,,,,,
Common Stock Dividend Paid,-63836000.0,-59736000.0,-56154000.0,-44518000.0,-43548000.0,,,GBDC,,,,,,,,,,,,,
Net Common Stock Issuance,0.0,0.0,-13450000.0,-18692000.0,-22495000.0,,,GBDC,,,,,,,,,,,,,
Common Stock Payments,0.0,0.0,-13450000.0,-18692000.0,-22495000.0,,,GBDC,,,,,,,,,,,,,
Net Issuance Payments Of Debt,211670000.0,-65762000.0,-24673000.0,48011000.0,13071000.0,,,GBDC,,,,,,,,,,,,,
Net Long Term Debt Issuance,211670000.0,-65762000.0,-24673000.0,48011000.0,13071000.0,,,GBDC,,,,,,,,,,,,,
Long Term Debt Payments,-370190000.0,-629508000.0,-163329000.0,-153665000.0,-222100000.0,,,GBDC,,,,,,,,,,,,,
Long Term Debt Issuance,581860000.0,563746000.0,138656000.0,201676000.0,235171000.0,,,GBDC,,,,,,,,,,,,,
Operating Cash Flow,149385000.0,163629000.0,64123000.0,48544000.0,29785000.0,,,GBDC,,,,,,,,,,,,,
Change In Working Capital,7875000.0,-6027000.0,-32284000.0,2809000.0,-2125000.0,,,GBDC,,,,,,,,,,,,,
Change In Other Current Liabilities,0.0,0.0,0.0,0.0,0.0,,,GBDC,,,,,,,,,,,,,
Change In Other Current Assets,7873000.0,-12390000.0,-2810000.0,176000.0,66000.0,,,GBDC,,,,,,,,,,,,,
Change In Accrued Expense,6000.0,-100000.0,178000.0,115000.0,12000.0,,,GBDC,,,,,,,,,,,,,
Change In Payable,11310000.0,2903000.0,-1531000.0,1211000.0,240000.0,,,GBDC,,,,,,,,,,,,,
Change In Receivables,-11314000.0,3560000.0,-28121000.0,1307000.0,-2443000.0,,,GBDC,,,,,,,,,,,,,
Other Non Cash Items,-12408000.0,-15238000.0,-12080000.0,-11588000.0,-10749000.0,,,GBDC,,,,,,,,,,,,,
Gain Loss On Investment Securities,56086000.0,115727000.0,-141000.0,-12662000.0,-12872000.0,,,GBDC,,,,,,,,,,,,,
Net Foreign Currency Exchange Gain Loss,5697000.0,-6374000.0,5477000.0,-4540000.0,-2578000.0,,,GBDC,,,,,,,,,,,,,
Net Income From Continuing Operations,93558000.0,75776000.0,101564000.0,72983000.0,58503000.0,,,GBDC,,,,,,,,,,,,,
Free Cash Flow,29411000.0,15122000.0,11592000.0,11573000.0,26891000.0,,,CAKE,,,,,,,,,,,,,
Repurchase Of Capital Stock,-12496000.0,-9825000.0,-14565000.0,-9319000.0,-12376000.0,,,CAKE,,,,,,,,,,,,,
Repayment Of Debt,,,,,,-130000000.0,0.0,CAKE,,,,,,,,,,,,,
Issuance Of Debt,,,,,,130000000.0,0.0,CAKE,,,,,,,,,,,,,
Issuance Of Capital Stock,,,,,,0.0,0.0,CAKE,,,,,,,,,,,,,
Capital Expenditure,-37337000.0,-52733000.0,-37438000.0,-24908000.0,-38144000.0,,,CAKE,,,,,,,,,,,,,
Interest Paid Supplemental Data,4155000.0,3378000.0,1078000.0,3124000.0,2184000.0,,,CAKE,,,,,,,,,,,,,
Income Tax Paid Supplemental Data,677000.0,7405000.0,1893000.0,4482000.0,693000.0,,,CAKE,,,,,,,,,,,,,
End Cash Position,60220000.0,56290000.0,63987000.0,91557000.0,116164000.0,,,CAKE,,,,,,,,,,,,,
Beginning Cash Position,56290000.0,63987000.0,91557000.0,116164000.0,114777000.0,,,CAKE,,,,,,,,,,,,,
Effect Of Exchange Rate Changes,-143000.0,203000.0,-218000.0,87000.0,72000.0,,,CAKE,,,,,,,,,,,,,
Changes In Cash,4073000.0,-7900000.0,-27352000.0,-24694000.0,1315000.0,,,CAKE,,,,,,,,,,,,,
Financing Cash Flow,-25319000.0,-22906000.0,-38942000.0,-36129000.0,-25558000.0,,,CAKE,,,,,,,,,,,,,
Cash Flow From Continuing Financing Activities,-25319000.0,-22906000.0,-38942000.0,-36129000.0,-25558000.0,,,CAKE,,,,,,,,,,,,,
Net Other Financing Charges,,0.0,-11249000.0,,,-11129000.0,0.0,CAKE,,,,,,,,,,,,,
Proceeds From Stock Option Exercised,,0.0,0.0,0.0,0.0,0.0,,CAKE,,,,,,,,,,,,,
Cash Dividends Paid,-12823000.0,-13081000.0,-13128000.0,-13816000.0,-13182000.0,,,CAKE,,,,,,,,,,,,,
Preferred Stock Dividend Paid,,,,,,0.0,0.0,CAKE,,,,,,,,,,,,,
Common Stock Dividend Paid,-12823000.0,-13081000.0,-13128000.0,-13816000.0,-13182000.0,,,CAKE,,,,,,,,,,,,,
Net Preferred Stock Issuance,,,,,,0.0,0.0,CAKE,,,,,,,,,,,,,
Preferred Stock Payments,,,,,,0.0,0.0,CAKE,,,,,,,,,,,,,
Net Common Stock Issuance,-12496000.0,-9825000.0,-14565000.0,-9319000.0,-12376000.0,,,CAKE,,,,,,,,,,,,,
Common Stock Payments,-12496000.0,-9825000.0,-14565000.0,-9319000.0,-12376000.0,,,CAKE,,,,,,,,,,,,,
Common Stock Issuance,,,,,,0.0,0.0,CAKE,,,,,,,,,,,,,
Net Issuance Payments Of Debt,,,,,,0.0,0.0,CAKE,,,,,,,,,,,,,
Net Long Term Debt Issuance,,,,,,-130000000.0,0.0,CAKE,,,,,,,,,,,,,
Long Term Debt Payments,,,,,,-130000000.0,0.0,CAKE,,,,,,,,,,,,,
Long Term Debt Issuance,,,,,,0.0,0.0,CAKE,,,,,,,,,,,,,
Investing Cash Flow,-37356000.0,-52849000.0,-37440000.0,-25046000.0,-38162000.0,,,CAKE,,,,,,,,,,,,,
Cash Flow From Continuing Investing Activities,-37356000.0,-52849000.0,-37440000.0,-25046000.0,-38162000.0,,,CAKE,,,,,,,,,,,,,
Net Other Investing Changes,-19000.0,-116000.0,-2000.0,-138000.0,-18000.0,,,CAKE,,,,,,,,,,,,,
Net Intangibles Purchase And Sale,-227000.0,-1091000.0,-175000.0,-210000.0,-182000.0,,,CAKE,,,,,,,,,,,,,
Purchase Of Intangibles,-227000.0,-1091000.0,-175000.0,-210000.0,-182000.0,,,CAKE,,,,,,,,,,,,,
Net PPE Purchase And Sale,-37110000.0,-51642000.0,-37263000.0,-24698000.0,-37962000.0,,,CAKE,,,,,,,,,,,,,
Purchase Of PPE,-37110000.0,-51642000.0,-37263000.0,-24698000.0,-37962000.0,,,CAKE,,,,,,,,,,,,,
Operating Cash Flow,66748000.0,67855000.0,49030000.0,36481000.0,65035000.0,,,CAKE,,,,,,,,,,,,,
Cash Flow From Continuing Operating Activities,66748000.0,67855000.0,49030000.0,36481000.0,65035000.0,,,CAKE,,,,,,,,,,,,,
Change In Working Capital,-2704000.0,13808000.0,2466000.0,-34374000.0,4950000.0,,,CAKE,,,,,,,,,,,,,
Change In Other Working Capital,-6957000.0,34320000.0,-47147000.0,-9539000.0,-3895000.0,,,CAKE,,,,,,,,,,,,,
Change In Other Current Liabilities,-26677000.0,,,-4426000.0,-27902000.0,,,CAKE,,,,,,,,,,,,,
Change In Other Current Assets,-6417000.0,-8418000.0,1021000.0,-3515000.0,-3592000.0,,,CAKE,,,,,,,,,,,,,
Change In Payables And Accrued Expense,13436000.0,23521000.0,16623000.0,-4489000.0,5740000.0,,,CAKE,,,,,,,,,,,,,
Change In Accrued Expense,9605000.0,8565000.0,28235000.0,-9659000.0,10283000.0,,,CAKE,,,,,,,,,,,,,
Change In Payable,3831000.0,14956000.0,-11612000.0,5170000.0,-4543000.0,,,CAKE,,,,,,,,,,,,,
Change In Account Payable,3831000.0,14956000.0,-11612000.0,5170000.0,-4543000.0,,,CAKE,,,,,,,,,,,,,
Change In Prepaid Assets,605000.0,-7535000.0,-2919000.0,-4254000.0,14000.0,,,CAKE,,,,,,,,,,,,,
Change In Inventory,-7818000.0,1021000.0,2193000.0,-1878000.0,-3428000.0,,,CAKE,,,,,,,,,,,,,
Change In Receivables,31124000.0,-32205000.0,367000.0,-6273000.0,38013000.0,,,CAKE,,,,,,,,,,,,,
Stock Based Compensation,7649000.0,6931000.0,6623000.0,6325000.0,5902000.0,,,CAKE,,,,,,,,,,,,,
Asset Impairment Charge,850000.0,27751000.0,15000.0,-754000.0,-14000.0,,,CAKE,,,,,,,,,,,,,
Deferred Tax,3006000.0,-17328000.0,-856000.0,-723000.0,3192000.0,,,CAKE,,,,,,,,,,,,,
Deferred Income Tax,3006000.0,-17328000.0,-856000.0,-723000.0,3192000.0,,,CAKE,,,,,,,,,,,,,
