metric,2023-12-31 00:00:00,2022-12-31 00:00:00,2021-12-31 00:00:00,2020-12-31 00:00:00,2019-12-31 00:00:00,stock,2023-05-31 00:00:00,2022-05-31 00:00:00,2021-05-31 00:00:00,2020-05-31 00:00:00,2024-01-31 00:00:00,2023-01-31 00:00:00,2022-01-31 00:00:00,2021-01-31 00:00:00,2020-01-31 00:00:00,2024-03-31 00:00:00,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2020-03-31 00:00:00,2023-06-30 00:00:00,2022-06-30 00:00:00,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,2023-09-30 00:00:00,2022-09-30 00:00:00,2021-09-30 00:00:00,2020-09-30 00:00:00
Gain On Sale Of Security,43893000.0,-87590000.0,-24072000.0,10426000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Net Non Operating Interest Income Expense,169797000.0,37266000.0,8739000.0,-2174000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense Non Operating,2551000.0,2666000.0,1908000.0,2174000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Interest Income Non Operating,172348000.0,39932000.0,10647000.0,,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Operating Income,649710000.0,591626000.0,600518000.0,-240241000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Operating Expense,2790939000.0,2596009000.0,2234758000.0,2775643000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Other Operating Expenses,2045000.0,7973000.0,37019000.0,42801000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Research And Development,1627594000.0,1585936000.0,1458179000.0,2215942000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Selling General And Administration,1161300000.0,1002100000.0,739560000.0,516900000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
General And Administrative Expense,1161300000.0,1002100000.0,739600000.0,516900000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Other Gand A,775100000.0,659800000.0,450200000.0,302100000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Salaries And Wages,386200000.0,342300000.0,289400000.0,214800000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Gross Profit,3440649000.0,3187635000.0,2835276000.0,2535402000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Cost Of Revenue,255000000.0,207000000.0,150991000.0,131300000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Total Revenue,3695649000.0,3394635000.0,2986267000.0,2666702000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Operating Revenue,3695649000.0,3394635000.0,2986267000.0,2666702000.0,,INCY,,,,,,,,,,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,-3726000.0,-9168000.0,0.0,0.0,,CB,,,,,,,,,,,,,,,,,,,,,,,
Tax Rate For Calcs,0.054,0.191,0.13,0.151,,CB,,,,,,,,,,,,,,,,,,,,,,,
Total Unusual Items,-69000000.0,-48000000.0,0.0,0.0,,CB,,,,,,,,,,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,-69000000.0,-48000000.0,0.0,0.0,,CB,,,,,,,,,,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,9028000000.0,5246000000.0,8525000000.0,3533000000.0,,CB,,,,,,,,,,,,,,,,,,,,,,,
Reconciled Depreciation,310000000.0,285000000.0,287000000.0,290000000.0,,CB,,,,,,,,,,,,,,,,,,,,,,,
EBIT,10198000000.0,7055000000.0,10286000000.0,4678000000.0,,CB,,,,,,,,,,,,,,,,,,,,,,,
Net Interest Income,-672000000.0,-570000000.0,-492000000.0,-516000000.0,,CB,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense,672000000.0,570000000.0,492000000.0,516000000.0,,CB,,,,,,,,,,,,,,,,,,,,,,,
Interest Income,69000000.0,42000000.0,11000000.0,19000000.0,,CB,,,,,,,,,,,,,,,,,,,,,,,
Normalized Income,9093274000.0,5284832000.0,8525000000.0,3533000000.0,,CB,,,,,,,,,,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,9028000000.0,5246000000.0,8525000000.0,3533000000.0,,CB,,,,,,,,,,,,,,,,,,,,,,,
Total Expenses,40300000000.0,36570000000.0,31067000000.0,31890000000.0,,CB,,,,,,,,,,,,,,,,,,,,,,,
Diluted Average Shares,414202568.0,423527444.0,443197278.0,453441512.0,,CB,,,,,,,,,,,,,,,,,,,,,,,
Basic Average Shares,410845263.0,419779847.0,439968422.0,451602820.0,,CB,,,,,,,,,,,,,,,,,,,,,,,
Diluted EPS,21.8,12.39,19.24,7.79,,CB,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,21.97,12.5,19.38,7.82,,CB,,,,,,,,,,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,9028000000.0,5246000000.0,8525000000.0,3533000000.0,,CB,,,,,,,,,,,,,,,,,,,,,,,
Net Income Common Stockholders,9028000000.0,5246000000.0,8525000000.0,3533000000.0,,CB,,,,,,,,,,,,,,,,,,,,,,,
Net Income,9028000000.0,5246000000.0,8525000000.0,3533000000.0,,CB,,,,,,,,,,,,,,,,,,,,,,,
Minority Interests,13000000.0,0.0,0.0,,,CB,,,,,,,,,,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,9015000000.0,5246000000.0,8525000000.0,3533000000.0,,CB,,,,,,,,,,,,,,,,,,,,,,,
Net Income Continuous Operations,9015000000.0,5246000000.0,8525000000.0,3533000000.0,,CB,,,,,,,,,,,,,,,,,,,,,,,
Tax Provision,511000000.0,1239000000.0,1269000000.0,629000000.0,,CB,,,,,,,,,,,,,,,,,,,,,,,
Pretax Income,9526000000.0,6485000000.0,9794000000.0,4162000000.0,,CB,,,,,,,,,,,,,,,,,,,,,,,
Other Income Expense,-307000000.0,80000000.0,91000000.0,,,CB,,,,,,,,,,,,,,,,,,,,,,,
Special Income Charges,-69000000.0,-48000000.0,0.0,0.0,,CB,,,,,,,,,,,,,,,,,,,,,,,
Restructuring And Mergern Acquisition,69000000.0,48000000.0,0.0,0.0,,CB,,,,,,,,,,,,,,,,,,,,,,,
Net Non Operating Interest Income Expense,-672000000.0,-570000000.0,-492000000.0,-516000000.0,,CB,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense Non Operating,672000000.0,570000000.0,492000000.0,516000000.0,,CB,,,,,,,,,,,,,,,,,,,,,,,
Other Operating Expenses,47000000.0,48000000.0,60000000.0,83000000.0,,CB,,,,,,,,,,,,,,,,,,,,,,,
Depreciation And Amortization In Income Statement,310000000.0,285000000.0,287000000.0,290000000.0,,CB,,,,,,,,,,,,,,,,,,,,,,,
Amortization,310000000.0,285000000.0,287000000.0,290000000.0,,CB,,,,,,,,,,,,,,,,,,,,,,,
Selling General And Administration,4007000000.0,3395000000.0,3135000000.0,2979000000.0,,CB,,,,,,,,,,,,,,,,,,,,,,,
General And Administrative Expense,4007000000.0,3395000000.0,3135000000.0,2979000000.0,,CB,,,,,,,,,,,,,,,,,,,,,,,
Other Gand A,4007000000.0,3395000000.0,3135000000.0,2979000000.0,,CB,,,,,,,,,,,,,,,,,,,,,,,
Total Revenue,49826000000.0,43055000000.0,40861000000.0,36052000000.0,,CB,,,,,,,,,,,,,,,,,,,,,,,
Operating Revenue,49826000000.0,43055000000.0,40861000000.0,36052000000.0,,CB,,,,,,,,,,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,28557.42828,105382.887662,12599010.0,2991600.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Tax Rate For Calcs,0.000312,0.000866,0.27,0.27,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Normalized EBITDA,974589000.0,615285000.0,164675000.0,618466000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Total Unusual Items,91470000.0,121740000.0,46663000.0,11080000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,91470000.0,121740000.0,46663000.0,11080000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,656414000.0,475537000.0,-14961000.0,412875000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Reconciled Depreciation,230942000.0,162364000.0,160160000.0,144394000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Reconciled Cost Of Revenue,1026070000.0,945878000.0,722148000.0,684488000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,1066059000.0,737025000.0,211338000.0,629546000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
EBIT,835117000.0,574661000.0,51178000.0,485152000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Net Interest Income,-162544000.0,-97490000.0,-61516000.0,-71455000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense,178498000.0,98712000.0,61506000.0,72160000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Interest Income,16496000.0,1463000.0,121000.0,705000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Normalized Income,564972557.42828,353902382.887662,-49024990.0,404786600.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,656414000.0,475537000.0,-14961000.0,412875000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Total Expenses,1077874000.0,993375000.0,747738000.0,743505000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Rent Expense Supplemental,,,2695000.0,24125000.0,8471000.0,FRO,,,,,,,,,,,,,,,,,,,,,,,
Total Operating Income As Reported,746666000.0,445619000.0,8475000.0,507795000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Diluted Average Shares,,214011000.0,198965000.0,197808000.0,179315000.0,FRO,,,,,,,,,,,,,,,,,,,,,,,
Basic Average Shares,,214011000.0,198965000.0,195637000.0,173576000.0,FRO,,,,,,,,,,,,,,,,,,,,,,,
Diluted EPS,,2.22,-0.08,2.09,0.78,FRO,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,,2.22,-0.08,2.11,0.81,FRO,,,,,,,,,,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,656414000.0,475537000.0,-14961000.0,412875000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Net Income Common Stockholders,656414000.0,475537000.0,-14961000.0,412875000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Net Income,656414000.0,475537000.0,-14961000.0,412875000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Minority Interests,,,0.0,-131000.0,-14000.0,FRO,,,,,,,,,,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,656414000.0,475537000.0,-14961000.0,413006000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Net Income Continuous Operations,656414000.0,475537000.0,-14961000.0,413006000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Tax Provision,205000.0,412000.0,4633000.0,-14000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Pretax Income,656619000.0,475949000.0,-10328000.0,412992000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Other Income Expense,94853000.0,136606000.0,49545000.0,6765000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Other Non Operating Income Expenses,,623000.0,3606000.0,109000.0,3010000.0,FRO,,,,,,,,,,,,,,,,,,,,,,,
Special Income Charges,22356000.0,8163000.0,3226000.0,30113000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Gain On Sale Of Ppe,21959000.0,4596000.0,3226000.0,12354000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Gain On Sale Of Business,,,0.0,6928000.0,0.0,FRO,,,,,,,,,,,,,,,,,,,,,,,
Other Special Charges,-397000.0,-3567000.0,,-10831000.0,-3737000.0,FRO,,,,,,,,,,,,,,,,,,,,,,,
Impairment Of Capital Assets,,,,,0.0,FRO,,,,,,,,,,,,,,,,,,,,,,,
Earnings From Equity Interest,3383000.0,14243000.0,-724000.0,-4424000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Gain On Sale Of Security,69114000.0,113577000.0,43437000.0,-19033000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Net Non Operating Interest Income Expense,-162544000.0,-97490000.0,-61516000.0,-71455000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Total Other Finance Cost,542000.0,241000.0,131000.0,,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense Non Operating,178498000.0,98712000.0,61506000.0,72160000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Interest Income Non Operating,16496000.0,1463000.0,121000.0,705000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Operating Income,724310000.0,436833000.0,1643000.0,477682000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Operating Expense,51804000.0,47497000.0,25590000.0,59017000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Other Operating Expenses,-1724000.0,123000.0,-834000.0,211000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Selling General And Administration,53528000.0,47374000.0,26424000.0,58806000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
General And Administrative Expense,53528000.0,47374000.0,26424000.0,58806000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Other Gand A,23634000.0,24932000.0,13099000.0,44238000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Rent And Landing Fees,,,,14568000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Salaries And Wages,29894000.0,22442000.0,13325000.0,,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Gross Profit,776114000.0,484330000.0,27233000.0,536699000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Cost Of Revenue,1026070000.0,945878000.0,722148000.0,684488000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Total Revenue,1802184000.0,1430208000.0,749381000.0,1221187000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Operating Revenue,1802184000.0,1430208000.0,749381000.0,1198856000.0,,FRO,,,,,,,,,,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,-3173472.0,0.0,443930.0,3034815.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Tax Rate For Calcs,0.216,0.24,0.206,0.245,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Normalized EBITDA,804429000.0,635515000.0,966197000.0,802756000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Total Unusual Items,-14692000.0,0.0,2155000.0,12387000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,-14692000.0,0.0,2155000.0,12387000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,243491000.0,158994000.0,402225000.0,258995000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Reconciled Depreciation,208742000.0,205825000.0,202645000.0,205659000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Reconciled Cost Of Revenue,5732017000.0,5600161000.0,5285149000.0,4710372000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,789737000.0,635515000.0,968352000.0,815143000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
EBIT,580995000.0,429690000.0,765707000.0,609484000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Net Interest Income,-198639000.0,-169111000.0,-130635000.0,-153011000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense,198639000.0,169111000.0,135985000.0,153011000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Interest Income,0.0,0.0,5350000.0,0.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Normalized Income,255009528.0,158994000.0,400513930.0,249642815.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,243491000.0,158994000.0,402225000.0,258995000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Total Expenses,6109184000.0,5930255000.0,5490741000.0,4964056000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Total Operating Income As Reported,554874000.0,403283000.0,713774000.0,567657000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Diluted Average Shares,123105000.0,122511000.0,130249000.0,129780000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Basic Average Shares,123105000.0,122511000.0,130249000.0,129780000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Diluted EPS,1.91,1.23,2.98,1.93,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,1.91,1.23,2.98,1.93,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,234718000.0,153385000.0,388790000.0,250099000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Average Dilution Earnings,,,0.0,0.0,1000.0,SEM,,,,,,,,,,,,,,,,,,,,,,,
Net Income Common Stockholders,234718000.0,153385000.0,388790000.0,250099000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Otherunder Preferred Stock Dividend,8773000.0,5609000.0,13435000.0,8896000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Net Income,243491000.0,158994000.0,402225000.0,258995000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Minority Interests,-56240000.0,-39032000.0,-97724000.0,-85611000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,299731000.0,198026000.0,499949000.0,344606000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Net Income Continuous Operations,299731000.0,198026000.0,499949000.0,344606000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Tax Provision,82625000.0,62553000.0,129773000.0,111867000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Pretax Income,382356000.0,260579000.0,629722000.0,456473000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Other Income Expense,26121000.0,26407000.0,46583000.0,41827000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Special Income Charges,-14692000.0,0.0,2155000.0,12387000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Gain On Sale Of Business,0.0,0.0,2155000.0,12387000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Other Special Charges,14692000.0,,,,38083000.0,SEM,,,,,,,,,,,,,,,,,,,,,,,
Earnings From Equity Interest,40813000.0,26407000.0,44428000.0,29440000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Net Non Operating Interest Income Expense,-198639000.0,-169111000.0,-130635000.0,-153011000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense Non Operating,198639000.0,169111000.0,135985000.0,153011000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Interest Income Non Operating,0.0,0.0,5350000.0,0.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Operating Income,554874000.0,403283000.0,713774000.0,567657000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Operating Expense,377167000.0,330094000.0,205592000.0,253684000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Other Operating Expenses,-1768000.0,-28766000.0,-144028000.0,-90012000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Depreciation Amortization Depletion Income Statement,208742000.0,205825000.0,202645000.0,205659000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Depreciation And Amortization In Income Statement,208742000.0,205825000.0,202645000.0,205659000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Selling General And Administration,170193000.0,153035000.0,146975000.0,138037000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
General And Administrative Expense,170193000.0,153035000.0,146975000.0,138037000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Other Gand A,170193000.0,153035000.0,146975000.0,138037000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Gross Profit,932041000.0,733377000.0,919366000.0,821341000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Cost Of Revenue,5732017000.0,5600161000.0,5285149000.0,4710372000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Total Revenue,6664058000.0,6333538000.0,6204515000.0,5531713000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Operating Revenue,6172419000.0,5870561000.0,5782800000.0,5107482000.0,,SEM,,,,,,,,,,,,,,,,,,,,,,,
Tax Effect Of Unusual Items,,,,,,GBDC,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Tax Rate For Calcs,,,,,,GBDC,,,,,,,,,,,,,,,,,,,,0.013657,0.007946,0.001593,0.0
Net Income From Continuing Operation Net Minority Interest,,,,,,GBDC,,,,,,,,,,,,,,,,,,,,258631000.0,153440000.0,340280000.0,54872000.0
Net Interest Income,,,,,,GBDC,,,,,,,,,,,,,,,,,,,,441402000.0,300835000.0,234699000.0,220139000.0
Interest Expense,,,,,,GBDC,,,,,,,,,,,,,,,,,,,,143230000.0,82041000.0,65739000.0,74858000.0
Interest Income,,,,,,GBDC,,,,,,,,,,,,,,,,,,,,584632000.0,382876000.0,300438000.0,294997000.0
Normalized Income,,,,,,GBDC,,,,,,,,,,,,,,,,,,,,258631000.0,153440000.0,340280000.0,54872000.0
Net Income From Continuing And Discontinued Operation,,,,,,GBDC,,,,,,,,,,,,,,,,,,,,258631000.0,153440000.0,340280000.0,54872000.0
Diluted Average Shares,,,,,,GBDC,,,,,,,,,,,,,,,,,,,,170324784.0,170674570.0,167994042.0,148913560.0
Basic Average Shares,,,,,,GBDC,,,,,,,,,,,,,,,,,,,,170324784.0,170674570.0,167994042.0,148913560.0
Diluted EPS,,,,,,GBDC,,,,,,,,,,,,,,,,,,,,1.52,0.9,2.03,0.37
Basic EPS,,,,,,GBDC,,,,,,,,,,,,,,,,,,,,1.52,0.9,2.03,0.37
Diluted NI Availto Com Stockholders,,,,,,GBDC,,,,,,,,,,,,,,,,,,,,258631000.0,153440000.0,340280000.0,54872000.0
Net Income Common Stockholders,,,,,,GBDC,,,,,,,,,,,,,,,,,,,,258631000.0,153440000.0,340280000.0,54872000.0
Net Income,,,,,,GBDC,,,,,,,,,,,,,,,,,,,,258631000.0,153440000.0,340280000.0,54872000.0
Net Income Including Noncontrolling Interests,,,,,,GBDC,,,,,,,,,,,,,,,,,,,,258631000.0,153440000.0,340280000.0,54872000.0
Net Income Continuous Operations,,,,,,GBDC,,,,,,,,,,,,,,,,,,,,258631000.0,153440000.0,340280000.0,54872000.0
Tax Provision,,,,,,GBDC,,,,,,,,,,,,,,,,,,,,3581000.0,1229000.0,543000.0,0.0
Pretax Income,,,,,,GBDC,,,,,,,,,,,,,,,,,,,,262212000.0,154669000.0,340823000.0,54872000.0
Gain On Sale Of Security,,,,,,GBDC,,,,,,,,,,,,,,,,,,,,-43785000.0,20005000.0,13006000.0,-18680000.0
Operating Expense,,,,,,GBDC,,,,,,,,,,,,,,,,,,,,22222000.0,17948000.0,8642000.0,11962000.0
Other Operating Expenses,,,,,,GBDC,,,,,,,,,,,,,,,,,,,,7380000.0,5433000.0,-4000000.0,
Selling General And Administration,,,,,,GBDC,,,,,,,,,,,,,,,,,,,,14842000.0,12515000.0,12642000.0,11962000.0
General And Administrative Expense,,,,,,GBDC,,,,,,,,,,,,,,,,,,,,14842000.0,12515000.0,12642000.0,11962000.0
Total Revenue,,,,,,GBDC,,,,,,,,,,,,,,,,,,,,284434000.0,172617000.0,349465000.0,66834000.0
Operating Revenue,,,,,,GBDC,,,,,,,,,,,,,,,,,,,,284434000.0,172617000.0,349465000.0,66834000.0
Tax Effect Of Unusual Items,-26611600.0,-12932640.0,-13867200.0,-65841408.0,,CAKE,,,,,,,,,,,,,,,,,,,,,,,
Tax Rate For Calcs,0.4,0.21,0.27,0.288,,CAKE,,,,,,,,,,,,,,,,,,,,,,,
Normalized EBITDA,268231000.0,192899000.0,223332000.0,-27406000.0,,CAKE,,,,,,,,,,,,,,,,,,,,,,,
Total Unusual Items,-66529000.0,-61584000.0,-51360000.0,-228616000.0,,CAKE,,,,,,,,,,,,,,,,,,,,,,,
Total Unusual Items Excluding Goodwill,-66529000.0,-61584000.0,-51360000.0,-228616000.0,,CAKE,,,,,,,,,,,,,,,,,,,,,,,
Net Income From Continuing Operation Net Minority Interest,101351000.0,43123000.0,72373000.0,-253365000.0,,CAKE,,,,,,,,,,,,,,,,,,,,,,,
Reconciled Depreciation,93136000.0,92380000.0,89654000.0,91415000.0,,CAKE,,,,,,,,,,,,,,,,,,,,,,,
Reconciled Cost Of Revenue,2031395000.0,2022877000.0,1725761000.0,1236918000.0,,CAKE,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,201702000.0,131315000.0,171972000.0,-256022000.0,,CAKE,,,,,,,,,,,,,,,,,,,,,,,
EBIT,108566000.0,38935000.0,82318000.0,-347437000.0,,CAKE,,,,,,,,,,,,,,,,,,,,,,,
Net Interest Income,-8552000.0,-6043000.0,-10698000.0,-8599000.0,,CAKE,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense,8552000.0,6043000.0,10698000.0,8599000.0,,CAKE,,,,,,,,,,,,,,,,,,,,,,,
Normalized Income,141268400.0,91774360.0,109865800.0,-90590408.0,,CAKE,,,,,,,,,,,,,,,,,,,,,,,
Net Income From Continuing And Discontinued Operation,101351000.0,43123000.0,72373000.0,-253365000.0,,CAKE,,,,,,,,,,,,,,,,,,,,,,,
Total Expenses,3264408000.0,3202637000.0,2793862000.0,2102046000.0,,CAKE,,,,,,,,,,,,,,,,,,,,,,,
Total Operating Income As Reported,108566000.0,38935000.0,82318000.0,-347437000.0,,CAKE,,,,,,,,,,,,,,,,,,,,,,,
Diluted Average Shares,49050000.0,50414000.0,48510000.0,43869000.0,,CAKE,,,,,,,,,,,,,,,,,,,,,,,
Basic Average Shares,48324000.0,49815000.0,47529000.0,43869000.0,,CAKE,,,,,,,,,,,,,,,,,,,,,,,
Diluted EPS,2.07,0.86,1.01,-6.32,,CAKE,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS,2.1,0.87,1.03,-6.32,,CAKE,,,,,,,,,,,,,,,,,,,,,,,
Diluted NI Availto Com Stockholders,101351000.0,43123000.0,49216000.0,-277107000.0,,CAKE,,,,,,,,,,,,,,,,,,,,,,,
Average Dilution Earnings,0.0,0.0,85000.0,,,CAKE,,,,,,,,,,,,,,,,,,,,,,,
Net Income Common Stockholders,101351000.0,43123000.0,49131000.0,-277107000.0,,CAKE,,,,,,,,,,,,,,,,,,,,,,,
Otherunder Preferred Stock Dividend,0.0,0.0,4581000.0,10257000.0,,CAKE,,,,,,,,,,,,,,,,,,,,,,,
Preferred Stock Dividends,,,18661000.0,13485000.0,,CAKE,,,,,,,,,,,,,,,,,,,,,,,
Net Income,101351000.0,43123000.0,72373000.0,-253365000.0,,CAKE,,,,,,,,,,,,,,,,,,,,,,,
Net Income Including Noncontrolling Interests,101351000.0,43123000.0,72373000.0,-253365000.0,,CAKE,,,,,,,,,,,,,,,,,,,,,,,
Net Income Continuous Operations,101351000.0,43123000.0,72373000.0,-253365000.0,,CAKE,,,,,,,,,,,,,,,,,,,,,,,
Tax Provision,-1337000.0,-10231000.0,-753000.0,-102671000.0,,CAKE,,,,,,,,,,,,,,,,,,,,,,,
Pretax Income,100014000.0,32892000.0,71620000.0,-356036000.0,,CAKE,,,,,,,,,,,,,,,,,,,,,,,
Other Income Expense,-66529000.0,-61584000.0,-51360000.0,-228616000.0,,CAKE,,,,,,,,,,,,,,,,,,,,,,,
Special Income Charges,-66529000.0,-61584000.0,-51360000.0,-228616000.0,,CAKE,,,,,,,,,,,,,,,,,,,,,,,
Other Special Charges,25379000.0,16829000.0,13711000.0,10456000.0,,CAKE,,,,,,,,,,,,,,,,,,,,,,,
